show,title,href,id,show_abbrev,show_c
Cuomo Prime Time,"Trump Admits To Woodward He ""Bailed Out"" Of Room When Someone Sneezed at WH In April; Trump Blames Bad ""Management"" For CA Fires as Governor Reminds Him Federal Government Owns 57 Percent of CA Forest Land; Search Continues For Man Who Shot Two L.A. Deputies. Aired 9-10p ET",/TRANSCRIPTS/2009/14/CPT.01.html,15877,CPT,cuomo_prime_time
Cuomo Prime Time,"Biden And Pence ""Elbow Bump"" At 9/11 Memorial; Rudy Giuliani: ""I Did Not Do Oppo Research On Joe Biden""; Scaramucci: President Trump Is ""A Bully"". Aired 9-10p ET",/TRANSCRIPTS/2009/11/CPT.01.html,15878,CPT,cuomo_prime_time
Cuomo Prime Time,"Trump Uses Fearmongering About A Biden Presidency, But Doesn't Want To ""Panic"" Americans About COVID-19; Trump Blames Woodward For Not Reporting His Candid Coronavirus Comments To ""Authorities""; Biden Maintains Lead In Key Swing States. Aired 9-10p ET",/TRANSCRIPTS/2009/10/CPT.01.html,15879,CPT,cuomo_prime_time
Cuomo Prime Time,"Recordings Show Trump Knew In Early February Coronavirus Was Highly Contagious, Airborne And ""More Deadly"" Than Flu; Trump Claims He Downplayed Coronavirus Threat To Avoid Panic; DHS Whistleblower Accuses Trump Administration Of Downplaying Russian Interference And White Supremacist Threat. Aired 9-10p ET",/TRANSCRIPTS/2009/09/CPT.01.html,15880,CPT,cuomo_prime_time
Cuomo Prime Time,Trump Disparages Military While Denying Reports Of Disparaging Military; Trump Brags About Crowd Size In COVID-19 Era At Rally Where Many Crammed Together Without Masks; Trump Escalates Culture Wars And Targets Diversity Training In Overture To White Supporters. Aired 9- 10p ET,/TRANSCRIPTS/2009/08/CPT.01.html,15881,CPT,cuomo_prime_time
Cuomo Prime Time,"Joe Biden Visits Kenosha, Wisconsin After Shooting Of Jacob Blake; Trump Falsely Claims He ""Ended"" Kenosha ""Problem""; Black Man Dies By Suffocation After Police Cover His Head And Pin Him To Ground. Aired 9-10p ET",/TRANSCRIPTS/2009/03/CPT.01.html,15882,CPT,cuomo_prime_time
Cuomo Prime Time,"Trump, Who Floats Rigged Election Theories, Now Encouraging Americans To Try To Vote Twice; Dwayne ""The Rock"" Johnson & Family Test Positive For COVID-19; Former Melania Trump Confidante Releases Tell-All Book. Aired 9-10p ET",/TRANSCRIPTS/2009/02/CPT.01.html,15883,CPT,cuomo_prime_time
Cuomo Prime Time,"Trump Denies Systemic Racism Exists In U.S. During Visit To Kenosha, Calls Some Police ""Bad Apples"" Who ""Choke""; Trump Encourages Removing Of Masks At Kenosha Event; NIH: No Evidence Backing Use Of Convalescent Plasma. Aired 9-10p ET",/TRANSCRIPTS/2009/01/CPT.01.html,15884,CPT,cuomo_prime_time
Cuomo Prime Time,"Trump Turns Briefing Into Attack On ""The Joe Biden Party,"" Ignores Violence From His Supporters; Biden: Violence We're Seeing Is ""Donald Trump's America""; Reporter Caught In Middle Of Portland Clashes. Aired 9-10p ET",/TRANSCRIPTS/2008/31/CPT.01.html,15885,CPT,cuomo_prime_time
Cuomo Prime Time,New Executive Order Underway; People Avoid Encounter with ICE; COVID Testing in Question; Sturgis Undeterred by Coronavirus Threat; Trump's Poll Falls Behind Biden; USPS Freezes Hiring. Aired 10-11p ET,/TRANSCRIPTS/2008/07/CPT.02.html,15886,CPT,cuomo_prime_time
Cuomo Prime Time,"Trump Again Pushes False Narratives That Pandemic Is ""Disappearing"" And ""Cases Are Up"" Because Of Testing; Trump Says He's Issuing Executive Order To Require Insurance Companies To Cover Pre- Existing Conditions (It's Already Law); Intel Officials Warn Congress Russia Is Spreading False Info About Biden. Aired 9-10p ET",/TRANSCRIPTS/2008/07/CPT.01.html,15887,CPT,cuomo_prime_time
Cuomo Prime Time,Gov. Mike DeWine Tested Negative; President Trump's Laziness to Read Briefing Reports; President Trump Talks About God; Accuracy of Test in Question; Women in the Men's World; Gov. Jared Polis (D-CO) Was Interviewed About Mail-in Voting. Aired 10-11p ET,/TRANSCRIPTS/2008/06/CPT.02.html,15888,CPT,cuomo_prime_time
Cuomo Prime Time,Trump Hits Biden on Mental Acuity; Trump Questions Biden's Faith After Tear-Gassing Peaceful Protesters to do Bible Photo-Op; Third Congressman in a Week Tests Positive. Aired 9-10p ET,/TRANSCRIPTS/2008/06/CPT.01.html,15889,CPT,cuomo_prime_time
Cuomo Prime Time,Mother And Four Kids Handcuffed At Gunpoint By Police; Seven Governors Join Deal In Pursuit Of First Multistate Coordinated Testing Strategy; Progressive Beats Longtime Democratic Representative In Primary Upset; Joe Biden Will Not Travel To Milwaukee To Accept Nomination; Closing Argument: Life Is Pain Management. Aired 10-11p ET,/TRANSCRIPTS/2008/05/CPT.02.html,15890,CPT,cuomo_prime_time
Cuomo Prime Time,"Trump Falsely Says ""Every Statistic"" Shows Kids' Immune Systems Handle Coronavirus Well; Trump Rails Against Voting By Mail; Georgia Teacher Resigns After Being Forced To Work At School While Students Go Virtual. Aired 9-10p ET",/TRANSCRIPTS/2008/05/CPT.01.html,15891,CPT,cuomo_prime_time
